id_candidato,nombre_candidato,sexo,region,circunscripcion,pacto,subpacto,sigla_partido,partido,gasto_total_declarado,num_transacciones_gasto,estado_cuenta_auditoria,declara_gasto,outlier_gasto_iqr
MILENE_ROSSINA_MOLINA_ARANCIBIA__ARICA,MILENE ROSSINA MOLINA ARANCIBIA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,4767892,88,Aprueba con Observaciones,Sí,No
MARICELA_MARA_TRUJILLO_OSORIO__ARICA,MARICELA MARA TRUJILLO OSORIO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,0,0,Aprueba,No,No
GALIA_LENOSHKA_RAMIREZ_CERDA__ARICA,GALIA LENOSHKA RAMIREZ CERDA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,260000,1,Aprueba con Observaciones,Sí,No
JAVIER_IGNACIO_VILLARROEL_GARCIA__ARICA,JAVIER IGNACIO VILLARROEL GARCIA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,300000,3,Aprueba,Sí,No
MARITSSA_ELIZABETH_CASTILLO_MORGADO__ARICA,MARITSSA ELIZABETH CASTILLO MORGADO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,1122867,5,Aprueba con Observaciones,Sí,No
PATRICIA_ROMINA_RIVERA_PINTO__ARICA,PATRICIA ROMINA RIVERA PINTO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,305000,3,Aprueba,Sí,No
RODRIGO_ALBERTO_VASQUEZ_SANTIBANEZ__ARICA,RODRIGO ALBERTO VASQUEZ SANTIBAÑEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,1125000,32,Aprueba,Sí,No
JORGE_WILLIAMS_TAPIA_SAAVEDRA__ARICA,JORGE WILLIAMS TAPIA SAAVEDRA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,0,0,Aprueba con Observaciones,No,No
MARLY_CECILIA_VARGAS_PALMA__ARICA,MARLY CECILIA VARGAS PALMA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,0,0,Rechaza,No,No
ANDREA_ELIZABETH_PEREZ_CORTES__ARICA,ANDREA ELIZABETH PEREZ CORTES,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,6328434,55,Aprueba con Observaciones,Sí,No
SEBASTIAN_NICOLAS_GODOY_LEAL__ARICA,SEBASTIAN NICOLAS GODOY LEAL,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,5038558,19,Aprueba con Observaciones,Sí,No
ROBERTO_ERPEL_SEGUEL__ARICA,ROBERTO ERPEL SEGUEL,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,3762286,12,Aprueba con Observaciones,Sí,No
JORGE_CARTAGENA_CHAVEZ__ARICA,JORGE CARTAGENA CHAVEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,0,0,Rechaza,No,No
CARMEN_ZAPATA_LEIVA__ARICA,CARMEN ZAPATA LEIVA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,1862550,20,Aprueba con Observaciones,Sí,No
SEGUNDO_SEGUEL_GUARACHI__ARICA,SEGUNDO SEGUEL GUARACHI,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,500000,2,Aprueba con Observaciones,Sí,No
EDITH_SUAZO_BARRAZA__ARICA,EDITH SUAZO BARRAZA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,3415000,23,Aprueba,Sí,No
CRISTIAN_PRADENAS_SOTO__ARICA,CRISTIAN PRADENAS SOTO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,3931673,8,Aprueba con Observaciones,Sí,No
BEATRIZ_CHAVEZ_VICENTELO__ARICA,BEATRIZ CHAVEZ VICENTELO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,2664748,38,Aprueba con Observaciones,Sí,No
GUILLERMO_BERETTA_RIQUELME__ARICA,GUILLERMO BERETTA RIQUELME,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,2348067,15,Aprueba con Observaciones,Sí,No
RODRIGO_PAREDES_JIMENEZ__ARICA,RODRIGO PAREDES JIMENEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
FRANCISCO_RODRIGUEZ_DE_LA_RIVA__ARICA,FRANCISCO RODRIGUEZ DE LA RIVA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,520000,4,Aprueba,Sí,No
IGNACIO_ALFREDO_GOMEZ_GUTIERREZ__ARICA,IGNACIO ALFREDO GOMEZ GUTIERREZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,3803875,8,Aprueba con Observaciones,Sí,No
ROMINA_CECILIA_CIFUENTES_GONZALEZ__ARICA,ROMINA CECILIA CIFUENTES GONZALEZ,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,605000,2,Aprueba,Sí,No
ELENA_MARCELA_FORNES_CARCAMO__ARICA,ELENA MARCELA FORNES CARCAMO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,2589955,5,Aprueba,Sí,No
NESTOR_ANGEL_PINTO_RIOS__ARICA,NESTOR ANGEL PINTO RIOS,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,0,0,Aprueba,No,No
MARCELO_ENRIQUE_VILLARROEL_SARMIENTO__ARICA,MARCELO ENRIQUE VILLARROEL SARMIENTO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,2953081,10,Aprueba,Sí,No
CARLOS_ANDRES_OPAZO_OLAVARRIA__ARICA,CARLOS ANDRES OPAZO OLAVARRIA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,3806000,9,Aprueba,Sí,No
LIN_KIU_ODILA_LY_FUMEY__ARICA,LIN-KIU ODILA LY FUMEY,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,5858244,51,Sin información,Sí,No
RICARDO_ORLANDO_PORTILLA_MONSALVE__ARICA,RICARDO ORLANDO PORTILLA MONSALVE,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,500000,8,Aprueba,Sí,No
LUIS_FRANCISCO_ARAYA_VALDECCHY__ARICA,LUIS FRANCISCO ARAYA VALDECCHY,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,5452453,23,Aprueba con Observaciones,Sí,No
CRISTHIAN_ABDON_SALAS_TORRICO__ARICA,CRISTHIAN ABDON SALAS TORRICO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,0,1,Aprueba,No,No
ALEJANDRO_FIDEL_MORALES_IMANA__PARINACOTA,ALEJANDRO FIDEL MORALES IMAÑA,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,1002065,14,Aprueba con Observaciones,Sí,No
LORENA_VENTURA_VASQUEZ__PARINACOTA,LORENA VENTURA VASQUEZ,M,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1878305,13,Aprueba con Observaciones,Sí,No
CARLOS_FERNANDEZ_BLANCO__PARINACOTA,CARLOS FERNANDEZ BLANCO,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1130155,9,Aprueba,Sí,No
ANTONY_CHAMBILLA_VILLALOBOS__PARINACOTA,ANTONY CHAMBILLA VILLALOBOS,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1040155,5,Rechaza,Sí,No
DINA_HUANCA_PAIRO__PARINACOTA,DINA HUANCA PAIRO,M,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
FREDDY_ANGEL_FLORES_CONDORI__PARINACOTA,FREDDY ANGEL FLORES CONDORI,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,260000,1,Aprueba,Sí,No
BERNARDA_SENOVIA_MAMANI_MAMANI__PARINACOTA,BERNARDA SENOVIA MAMANI MAMANI,M,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,104000,1,Aprueba con Observaciones,Sí,No
MIGUEL_ERIK_SUPANTA_CASTILLO__PARINACOTA,MIGUEL ERIK SUPANTA CASTILLO,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,IND,INDEPENDIENTES,0,0,Rechaza,No,No
SERGIO_LOPEZ_VILLAZON__PARINACOTA,SERGIO LOPEZ VILLAZON,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,PS,PARTIDO SOCIALISTA DE CHILE,509990,7,Aprueba con Observaciones,Sí,No
EDGARD_GUSTAVO_PAREDES_CHOQUE__PARINACOTA,EDGARD GUSTAVO PAREDES CHOQUE,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,1160000,7,Aprueba con Observaciones,Sí,No
CRISTIAN_ANDRES_BILBAO_APATA__PARINACOTA,CRISTIAN ANDRES BILBAO APATA,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,1310000,10,Aprueba,Sí,No
FLORENCIO_MARTIN_VILLANUEVA_SARCO__PARINACOTA,FLORENCIO MARTIN VILLANUEVA SARCO,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,1210010,6,Aprueba con Observaciones,Sí,No
ENRIQUE_MANUEL_PEREZ_INQUILTUPA__PARINACOTA,ENRIQUE MANUEL PEREZ INQUILTUPA,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,610001,3,Aprueba con Observaciones,Sí,No
DANIEL_ALEXIS_LINARES_ZEGARRA__PARINACOTA,DANIEL ALEXIS LINARES ZEGARRA,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,3498834,8,Aprueba,Sí,No
JAVIER_EDWIN_LLUSCO_AJATA__PARINACOTA,JAVIER EDWIN LLUSCO AJATA,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,150000,2,Aprueba con Observaciones,Sí,No
CAROLA_VICTORIA_SANTOS_CONDORI__PARINACOTA,CAROLA VICTORIA SANTOS CONDORI,M,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,1283340,6,Aprueba con Observaciones,Sí,No
LORETO_MARCELA_DELGADO_MOLLO__PARINACOTA,LORETO MARCELA DELGADO MOLLO,M,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,414940,9,Aprueba con Observaciones,Sí,No
HERMES_GOMEZ_GALLARDO__PARINACOTA,HERMES GOMEZ GALLARDO,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,310001,2,Aprueba con Observaciones,Sí,No
DIANA_POMA_CASTRO__PARINACOTA,DIANA POMA CASTRO,M,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
JUAN_MANUEL_MUNOZ_CABRERA__PARINACOTA,JUAN MANUEL MUÑOZ CABRERA,H,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,240460,2,Aprueba con Observaciones,Sí,No
MACARENA_PAOLA_VALENZUELA_CORTES__PARINACOTA,MACARENA PAOLA VALENZUELA CORTES,M,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,REPUBLICANOS E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,20320,1,Aprueba,Sí,No
ELBA_NORFA_VALDERRAMA_ARANCIBIA__IQUIQUE,ELBA NORFA VALDERRAMA ARANCIBIA,M,REGIÓN DE TARAPACÁ,IQUIQUE,IZQUIERDA ECOLOGISTA POPULAR,No aplica,POPULAR,POPULAR,170000,1,Aprueba con Observaciones,Sí,No
JUAN_CARLOS_HUERTA_MORAGA__IQUIQUE,JUAN CARLOS HUERTA MORAGA,H,REGIÓN DE TARAPACÁ,IQUIQUE,IZQUIERDA ECOLOGISTA POPULAR,No aplica,PH,PARTIDO HUMANISTA,1584000,9,Aprueba con Observaciones,Sí,No
PIERA_DANIELLA_BUCCIONI_MALDONADO__IQUIQUE,PIERA DANIELLA BUCCIONI MALDONADO,M,REGIÓN DE TARAPACÁ,IQUIQUE,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,1276000,14,Aprueba con Observaciones,Sí,No
ESTER_ELISA_SOTO_ALEGRIA__IQUIQUE,ESTER ELISA SOTO ALEGRIA,M,REGIÓN DE TARAPACÁ,IQUIQUE,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,100000,1,Aprueba con Observaciones,Sí,No
ANDRES_FELIPE_HUME_TURRES__IQUIQUE,ANDRES FELIPE HUME TURRES,H,REGIÓN DE TARAPACÁ,IQUIQUE,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,100000,1,Aprueba con Observaciones,Sí,No
RAUL_HERNAN_JARA_RODRIGUEZ__IQUIQUE,RAUL HERNAN JARA RODRIGUEZ,H,REGIÓN DE TARAPACÁ,IQUIQUE,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,100000,1,Aprueba,Sí,No
OCTAVIO_LOPEZ_AVALOS__IQUIQUE,OCTAVIO LOPEZ AVALOS,H,REGIÓN DE TARAPACÁ,IQUIQUE,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,AH,PARTIDO ACCIÓN HUMANISTA,1746184,10,Aprueba con Observaciones,Sí,No
ANTONIO_MAMANI_MAMANI__IQUIQUE,ANTONIO MAMANI MAMANI,H,REGIÓN DE TARAPACÁ,IQUIQUE,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,IND,INDEPENDIENTES,8134085,21,Aprueba con Observaciones,Sí,No
RUBEN_ROJO_SEMBLER__IQUIQUE,RUBEN ROJO SEMBLER,H,REGIÓN DE TARAPACÁ,IQUIQUE,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,IND,INDEPENDIENTES,1500100,8,Aprueba,Sí,No
ISABEL_NOVOA_MACAYA__IQUIQUE,ISABEL NOVOA MACAYA,M,REGIÓN DE TARAPACÁ,IQUIQUE,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,IND,INDEPENDIENTES,3801300,19,Aprueba con Observaciones,Sí,No
RUBEN_JOAQUIN_MORAGA_MAMANI__IQUIQUE,RUBEN JOAQUIN MORAGA MAMANI,H,REGIÓN DE TARAPACÁ,IQUIQUE,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,5748520,21,Aprueba,Sí,No
VARINIA_LENA_SALAMANCA_GALINDO__IQUIQUE,VARINIA LENA SALAMANCA GALINDO,M,REGIÓN DE TARAPACÁ,IQUIQUE,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,300000,2,Aprueba,Sí,No
BAIRON_MANUEL_ARANCIBIA_ROJAS__IQUIQUE,BAIRON MANUEL ARANCIBIA ROJAS,H,REGIÓN DE TARAPACÁ,IQUIQUE,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,3539721,18,Aprueba con Observaciones,Sí,No
PEDRO_ARMANDO_CISTERNAS_FLORES__IQUIQUE,PEDRO ARMANDO CISTERNAS FLORES,H,REGIÓN DE TARAPACÁ,IQUIQUE,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,3083845,17,Rechaza,Sí,No
SOLANGE_JIMENEZ_DINAMARCA__IQUIQUE,SOLANGE JIMENEZ DINAMARCA,M,REGIÓN DE TARAPACÁ,IQUIQUE,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,5164450,74,Rechaza,Sí,No
MANUEL_JESUS_OTEIZA_ARENA__IQUIQUE,MANUEL JESUS OTEIZA ARENA,H,REGIÓN DE TARAPACÁ,IQUIQUE,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,1225000,3,Aprueba con Observaciones,Sí,No
CRISTIAN_ANDRES_DURAN_BORQUEZ__IQUIQUE,CRISTIAN ANDRES DURAN BORQUEZ,H,REGIÓN DE TARAPACÁ,IQUIQUE,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,490400,3,Aprueba,Sí,No
ANA_BETZABE_RODRIGUEZ_FIERRO__IQUIQUE,ANA BETZABE RODRIGUEZ FIERRO,M,REGIÓN DE TARAPACÁ,IQUIQUE,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
JOSE_LUIS_FARIAS_DAVALOS__IQUIQUE,JOSE LUIS FARIAS DAVALOS,H,REGIÓN DE TARAPACÁ,IQUIQUE,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
PAULINA_POBLETE_UGARTE__IQUIQUE,PAULINA POBLETE UGARTE,M,REGIÓN DE TARAPACÁ,IQUIQUE,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1500000,1,Rechaza,Sí,No
MARGARITA_BAVESTRELLO_MARTINEZ__IQUIQUE,MARGARITA BAVESTRELLO MARTINEZ,M,REGIÓN DE TARAPACÁ,IQUIQUE,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,2635482,6,Aprueba con Observaciones,Sí,No
OSCAR_HUMBERTO_MENESES_AGUILERA__IQUIQUE,OSCAR HUMBERTO MENESES AGUILERA,H,REGIÓN DE TARAPACÁ,IQUIQUE,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,690400,2,Aprueba,Sí,No
GIOVANNA_TRINCADO_AVILES__IQUIQUE,GIOVANNA TRINCADO AVILES,M,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,9433750,13,Aprueba,Sí,No
CHRISTIAAN_VALDES_MILLA__IQUIQUE,CHRISTIAAN VALDES MILLA,H,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,4235471,28,Aprueba,Sí,No
NESTOR_JOFRE_NUNEZ__IQUIQUE,NESTOR JOFRE NUÑEZ,H,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,10537845,11,Aprueba con Observaciones,Sí,No
PAOLA_CARO_GALLARDO__IQUIQUE,PAOLA CARO GALLARDO,M,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,2250000,3,Aprueba con Observaciones,Sí,No
ENZO_PEREZ_JIMENEZ__IQUIQUE,ENZO PEREZ JIMENEZ,H,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,2000000,3,Rechaza,Sí,No
CRISTIAN_GARCIA_MARIN__IQUIQUE,CRISTIAN GARCIA MARIN,H,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1600000,4,Aprueba con Observaciones,Sí,No
ROSARIO_ILAJA_CAYO__IQUIQUE,ROSARIO ILAJA CAYO,M,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1650000,11,Aprueba,Sí,No
REINALDO_LAFUENTE_BERRIOS__IQUIQUE,REINALDO LAFUENTE BERRIOS,H,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1640155,2,Aprueba,Sí,No
VICTOR_VEGA_VILLENA__IQUIQUE,VICTOR VEGA VILLENA,H,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
FRESIA_NAVARRETE_VILLEGAS__IQUIQUE,FRESIA NAVARRETE VILLEGAS,M,REGIÓN DE TARAPACÁ,IQUIQUE,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1760000,19,Aprueba con Observaciones,Sí,No
SERGIO_ASSERELLA_ALVARADO__IQUIQUE,SERGIO ASSERELLA ALVARADO,H,REGIÓN DE TARAPACÁ,IQUIQUE,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,3500002,17,Aprueba,Sí,No
FRANCISCA_MARIA_SALAZAR_CALLASAYA__IQUIQUE,FRANCISCA MARIA SALAZAR CALLASAYA,M,REGIÓN DE TARAPACÁ,IQUIQUE,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,1675000,5,Aprueba,Sí,No
GERMAN_QUIROZ_CANCINO__IQUIQUE,GERMAN QUIROZ CANCINO,H,REGIÓN DE TARAPACÁ,IQUIQUE,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,1949400,2,Aprueba con Observaciones,Sí,No
LUIS_RODOLFO_CARVAJAL_VELIZ__IQUIQUE,LUIS RODOLFO CARVAJAL VELIZ,H,REGIÓN DE TARAPACÁ,IQUIQUE,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,6993420,9,Rechaza,Sí,No
MARISEL_QUINTANA_GERALDO__IQUIQUE,MARISEL QUINTANA GERALDO,M,REGIÓN DE TARAPACÁ,IQUIQUE,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,2940160,14,Aprueba con Observaciones,Sí,No
MAURO_ZARRICUETA_ROJAS__IQUIQUE,MAURO ZARRICUETA ROJAS,H,REGIÓN DE TARAPACÁ,IQUIQUE,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,2773750,21,Aprueba,Sí,No
IRMA_DEL_CARMEN_ROMAN_GARNETT__IQUIQUE,IRMA DEL CARMEN ROMAN GARNETT,M,REGIÓN DE TARAPACÁ,IQUIQUE,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,750000,18,Aprueba,Sí,No
RICARDO_PABLO_VALLES_CORDOVA__IQUIQUE,RICARDO PABLO VALLES CORDOVA,H,REGIÓN DE TARAPACÁ,IQUIQUE,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,1711340,8,Aprueba,Sí,No
MIGUEL_ARTUR_SEGOVIA_RIVERA__IQUIQUE,MIGUEL ARTUR SEGOVIA RIVERA,H,REGIÓN DE TARAPACÁ,IQUIQUE,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,2159883,22,Aprueba,Sí,No
